File Name,File Path,Last Modified,IsProd,Revision,Part Number
P0070-0092-00_RevA.pdf,C:\PDM\Projects\APEX - APX\CAD\Production Files\P0070-0092-00_RevA.pdf,0001-01-01 00:00:00,1,A,P0070-0092-00
P0070-0091-00_RevA.pdf,C:\PDM\Projects\APEX - APX\CAD\Production Files\P0070-0091-00_RevA.pdf,0001-01-01 00:00:00,1,A,P0070-0091-00
P0070-0090-00_RevA.pdf,C:\PDM\Projects\APEX - APX\CAD\Production Files\P0070-0090-00_RevA.pdf,0001-01-01 00:00:00,1,A,P0070-0090-00
A0070-0033-00_RevA.pdf,C:\PDM\Projects\APEX - APX\CAD\Production Files\A0070-0033-00_RevA.pdf,0001-01-01 00:00:00,1,A,A0070-0033-00
P0070-0104-00_RevA.pdf,C:\PDM\Projects\APEX - APX\CAD\Production Files\P0070-0104-00_RevA.pdf,0001-01-01 00:00:00,1,A,P0070-0104-00
P0070-0087-00_RevA.pdf,C:\PDM\Projects\APEX - APX\CAD\Production Files\P0070-0087-00_RevA.pdf,0001-01-01 00:00:00,1,A,P0070-0087-00
A0070-0039-00_RevA.pdf,C:\PDM\Projects\APEX - APX\CAD\Production Files\A0070-0039-00_RevA.pdf,0001-01-01 00:00:00,1,A,A0070-0039-00
P0070-0130-00_RevA.pdf,C:\PDM\Projects\APEX - APX\CAD\Production Files\P0070-0130-00_RevA.pdf,0001-01-01 00:00:00,1,A,P0070-0130-00
P0070-0108-00_RevA.pdf,C:\PDM\Projects\APEX - APX\CAD\Production Files\P0070-0108-00_RevA.pdf,0001-01-01 00:00:00,1,A,P0070-0108-00
P0070-0080-00_RevA.pdf,C:\PDM\Projects\APEX - APX\CAD\Production Files\P0070-0080-00_RevA.pdf,0001-01-01 00:00:00,1,A,P0070-0080-00
P0070-0133-00_RevA.pdf,C:\PDM\Projects\APEX - APX\CAD\Production Files\P0070-0133-00_RevA.pdf,0001-01-01 00:00:00,1,A,P0070-0133-00
P0070-0111-00_RevA.pdf,C:\PDM\Projects\APEX - APX\CAD\Production Files\P0070-0111-00_RevA.pdf,0001-01-01 00:00:00,1,A,P0070-0111-00
P0070-0110-00_RevA.pdf,C:\PDM\Projects\APEX - APX\CAD\Production Files\P0070-0110-00_RevA.pdf,0001-01-01 00:00:00,1,A,P0070-0110-00
P0070-0078-00_RevA.pdf,C:\PDM\Projects\APEX - APX\CAD\Production Files\P0070-0078-00_RevA.pdf,0001-01-01 00:00:00,1,A,P0070-0078-00
P0070-0077-00_RevA.pdf,C:\PDM\Projects\APEX - APX\CAD\Production Files\P0070-0077-00_RevA.pdf,0001-01-01 00:00:00,1,A,P0070-0077-00
P0070-0074-00_RevA.pdf,C:\PDM\Projects\APEX - APX\CAD\Production Files\P0070-0074-00_RevA.pdf,0001-01-01 00:00:00,1,A,P0070-0074-00
